Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
528bf89f-4b9c-4092-b743-57a86137b07d,0.3627439393838945,100,3,14,6,2,67,3,1,4,0.77,0.87
c120cc5e-9373-48e2-b37a-622e8142f940,0.3653700324507836,100,0,18,5,3,67,4,0,3,0.72,0.89
cee7db98-56f3-46c8-b91f-e131075d4a59,0.3680471645983238,100,2,15,2,2,68,4,2,5,0.74,0.89
53c2b335-330c-4f09-a369-e6e402480cbb,0.3788611787960779,100,2,16,6,2,63,3,1,7,0.72,0.84
5c2e6f0b-84a8-4f13-afcd-facbbd4000db,0.3801320748652337,100,1,13,9,0,69,2,1,5,0.8,0.85
ba4e3e26-fce2-4ee2-b6fb-e7bf64c9a6b7,0.3801997578571391,100,3,12,11,5,63,2,1,3,0.78,0.8
e82b9a40-badf-4682-97f6-43f9849a5e90,0.400609330016175,100,3,10,6,2,72,2,0,5,0.81,0.87
138d4293-042b-4618-8ce3-7ad38a183642,0.4285010877706107,100,2,18,8,1,67,3,1,0,0.78,0.9
d200bf99-612f-4964-8f36-c83220553473,0.4330424408305475,100,2,13,9,3,66,1,2,4,0.79,0.82
c0649ddc-f23e-4dfb-980b-9a02ba2c38d7,0.4335039771613914,100,2,16,9,1,63,2,3,4,0.77,0.83
cff9226b-dc4c-49d6-b4fc-6df098eab792,0.438962242464554,100,2,10,11,3,71,1,0,2,0.84,0.84
01d2380b-57f7-41be-96df-0357d5870a4b,0.4502200397667629,100,5,12,8,2,63,3,2,5,0.78,0.83
a879feb5-5816-406d-bf92-92d9ddb02176,0.4595240592886938,100,2,10,16,4,63,0,3,2,0.84,0.75
e9bf5d6e-eb6e-4a2c-85a4-e45a5b1ce339,0.4609422222562759,100,3,4,14,0,73,1,2,3,0.92,0.81
97d18764-7196-463a-887b-9130e3ff98e8,0.4613397631577155,100,1,9,12,3,65,4,1,5,0.79,0.79
22df6092-dc7a-4072-ad72-3987b3b233c4,0.4709792534891068,100,6,7,9,1,70,4,0,3,0.85,0.87
4070530d-00c7-4dfd-8f3d-01694e423e83,0.4844095215987846,100,4,4,10,5,66,2,5,4,0.85,0.76
245d0b57-f3c1-46fe-b11e-13c9d582cda6,0.4876129710051988,100,3,6,22,1,60,2,2,4,0.87,0.71
569d06d0-13ea-460d-af95-bb4d58f2ae85,0.49345480700993,100,2,10,11,1,67,3,3,3,0.83,0.82
481e81b3-66e5-4d63-9484-3ef387b497ad,0.5112474769632736,100,2,6,14,2,69,0,4,3,0.89,0.77
9858d22b-e022-47a0-aa58-885a2366c77f,0.5164304255406836,100,3,4,22,1,63,3,0,4,0.88,0.73
6d990e01-7944-4dc9-a0a2-bb94a2492ddc,0.534331938151584,100,4,7,10,1,72,3,2,1,0.88,0.86
f573f8b2-d83f-49a9-9f0a-e689a97f4fe8,0.5522671220043163,100,6,5,21,0,63,1,2,2,0.92,0.75
1f5fc12d-d6c0-4f09-aa62-8f4b0087916a,0.5580819202807134,100,2,0,24,4,64,1,2,3,0.92,0.67
151e3ef1-2729-49e2-9ef9-3604ce61eb25,0.5587055172731186,100,3,3,23,3,58,2,0,8,0.84,0.66
a092c4c0-a3bb-4b48-b33d-f07c9028d764,0.5713087098243703,100,1,8,20,2,61,0,2,6,0.84,0.7
ad82eceb-796b-4e2a-a0a9-bec6c695472d,0.5779938078942987,100,2,3,22,2,63,4,3,1,0.9,0.72
1a7e5662-f74c-4773-a738-9e6d7f97b806,0.5791135732131835,100,2,7,21,4,62,1,2,1,0.87,0.72
175b52f1-6cac-4190-8fa7-f5388a084f88,0.5800389702149832,100,1,3,18,1,69,1,1,6,0.89,0.74
66426666-1d78-4089-88c7-f3b797035238,0.5898822492061567,100,4,6,17,0,58,5,6,4,0.85,0.73
90c0d4ec-60aa-40bc-bf76-9430c9732944,0.6062407413528096,100,2,3,18,2,65,4,1,5,0.86,0.74
089471e2-0594-40ee-8497-51a5667a1088,0.6183840989372084,100,3,3,28,3,56,2,3,2,0.9,0.64
