Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
fb9ed7f1-3e25-471d-a5c6-0a0e75abec82,0.3829809917867931,100,3,5,1,71,3,8,9,0,0.84,0.81
ba4cf102-65c7-4fe1-8fd0-bf57527b507c,0.3925340494558657,100,5,2,2,68,1,9,9,4,0.83,0.83
e30a9f3a-cce9-4630-a856-6de20ebf37c2,0.3937621452387677,100,5,0,4,68,1,12,4,6,0.86,0.82
9ad5f69b-8c5b-4ade-aa08-5cdff9f70dab,0.4109266536281714,100,2,4,2,70,1,10,9,2,0.86,0.83
c63bd61d-36ca-4c9a-86f5-ab2fc27b3070,0.4238039809318638,100,7,3,3,72,3,8,1,3,0.86,0.79
4fb560ad-7fdb-44cf-a1d8-e916bb66ddc4,0.4252316371810308,100,5,1,2,67,2,9,10,4,0.81,0.83
c59704c7-06b4-4d19-8efb-d4869e06f85b,0.4273404548527358,100,5,0,6,69,1,11,6,2,0.82,0.83
8b598ac9-6519-4bc4-a04c-2e3157dc3d35,0.4326546105789478,100,7,2,2,63,3,10,11,2,0.77,0.78
c7681dab-2f35-43da-838e-b05050792fbe,0.4398009536381288,100,4,0,1,72,1,11,9,2,0.85,0.84
649dd044-cf2f-4247-96a0-07a035235a89,0.4559712093043487,100,3,2,5,69,2,11,5,3,0.85,0.82
f7bb0fb7-e860-4ee0-9c1c-d913d045036e,0.4594381411186194,100,4,1,1,75,1,9,6,3,0.88,0.85
d1afbc9c-3b8a-4ab2-8d4f-801354158a85,0.4595398781164519,100,7,3,2,62,0,14,10,2,0.81,0.76
ddb7e4e4-b4c1-4bc3-8314-d99535f72742,0.4606089564999947,100,4,2,2,67,5,14,4,2,0.85,0.75
75af7969-47ee-450b-aabb-32fa7a47a979,0.4725822176732963,100,6,2,1,65,3,13,6,4,0.84,0.76
0be0e8c3-103f-44e0-838e-86cdecac19bd,0.4786389642984801,100,4,2,5,65,1,12,7,4,0.83,0.81
941ea1bf-26d2-4570-bb2e-cab8f18134fb,0.4929698785407715,100,5,1,2,71,2,12,2,5,0.89,0.8
3c80d3ce-149d-455a-8629-ec47442a76bc,0.5205491926414637,100,7,2,1,71,2,11,5,1,0.85,0.78
