Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
36992524-2518-4fc5-b302-d2b156e60f2b,0.2166731151125075,100,4,3,5,43,4,6,28,7,0.59,0.83
6542216d-b94e-48e2-a21d-a18e04f322df,0.2281004902866873,100,4,1,0,56,4,5,19,11,0.73,0.86
ffade768-6d42-4447-8290-92ea2e8e0d97,0.2289818474123693,100,9,2,3,44,3,5,25,9,0.6,0.81
e6532623-7a73-4f08-a4ad-c013482861da,0.230273344493803,100,3,1,5,57,2,4,21,7,0.69,0.9
f941b704-1c3f-40fa-a4f4-96f65368b1a2,0.2496779039857781,100,5,3,4,60,4,6,14,4,0.73,0.82
47687b70-a9a8-470e-bf46-6d7f3ef108a2,0.2600511425033937,100,1,2,7,62,2,3,19,4,0.71,0.92
71b65eee-f8d0-4ba5-8b96-8d6290b64072,0.2621121540988252,100,6,1,2,55,6,6,18,6,0.68,0.81
20897d1a-aeea-4817-a637-3845bec01a3e,0.2628337438991047,100,4,2,4,60,3,7,14,6,0.75,0.84
3fee10e5-75bb-4943-91da-87864aed8177,0.2634278072319806,100,2,3,5,52,3,4,27,4,0.63,0.88
28ea26fa-5060-4b48-a9e6-e261b341fe6f,0.2733602135303229,100,3,1,2,58,1,5,25,5,0.69,0.9
56a0470a-38b8-4112-8b20-f216dce40fb1,0.2748396142064747,100,6,2,6,39,7,8,26,6,0.55,0.77
a6259cbb-7550-48c9-9b18-d57efe562b05,0.2875237265318237,100,4,1,5,57,4,5,19,5,0.68,0.86
591faadf-7221-4869-ae88-1753a5a3770a,0.2943694445030285,100,4,0,3,63,6,4,16,4,0.71,0.86
4a875df3-eb48-49ed-8209-f3f69d7c12e7,0.3177222095935408,100,4,6,5,59,2,5,16,3,0.73,0.83
2fa9f0c5-c021-41aa-9e1f-1c4949849678,0.3187391721099328,100,7,2,3,45,4,5,30,4,0.56,0.82
1912b7e1-f9c2-47b5-9dff-4a241bd78507,0.3194076842052792,100,3,3,4,57,3,10,13,7,0.77,0.81
9b129d60-6966-4e76-8b80-0645731fcd54,0.3207934152286028,100,2,2,4,55,5,10,14,8,0.75,0.81
04f47705-5b2f-4460-a31a-c003da8ff48b,0.3285518788392837,100,6,2,3,49,4,12,21,3,0.66,0.76
9a388334-0a67-48bb-8b62-583d860f1fbc,0.3387150144020179,100,6,1,2,58,5,4,21,3,0.66,0.84
4c0270ba-a79b-4ffa-a023-ddcd452dd805,0.3542599849454284,100,3,0,5,57,6,6,19,4,0.67,0.85
0ee7ead5-9523-4ced-902e-02fb7b056dc3,0.3636433380034621,100,7,2,3,58,3,5,17,5,0.7,0.83
b3e8c45e-c30a-4447-a468-05136b7b711f,0.369606965013342,100,7,0,5,62,2,9,13,2,0.73,0.82
55ba4bd1-c9de-49d2-b555-a0187f3e25d2,0.3724140230423722,100,2,3,5,54,3,9,17,7,0.73,0.83
a09a784a-0f06-45b5-bc9f-c783fbc1bbf3,0.3741448285574375,100,5,3,3,51,5,10,14,9,0.73,0.77
9708f34f-dbb5-4147-a6f5-60c2f389bdbd,0.388916481467478,100,5,2,2,63,4,6,11,7,0.78,0.83
6eeb02cb-cec1-4c7a-8072-d23235f0e7db,0.4046401487549669,100,6,3,3,52,1,8,23,4,0.67,0.82
e29a1d52-2670-4512-984f-3ad2c4bb0a3d,0.4128515570865292,100,2,2,1,65,2,6,17,5,0.78,0.88
c6db8865-0918-45cf-8b9b-fa6e9d90dab9,0.4133353021025059,100,7,1,1,61,4,4,16,6,0.72,0.84
0a524922-2053-45ca-a9ac-d37f64d6d069,0.4265508795656142,100,10,0,3,53,3,9,14,8,0.7,0.78
cc20c501-22ff-46e8-947d-4c4719c69ab9,0.4288527442370453,100,4,3,4,61,5,9,11,3,0.76,0.79
8e1168fb-50e4-48fd-8d20-a2a79b4fbf60,0.4362738323777987,100,3,3,6,58,4,6,15,5,0.72,0.84
d63e1e1b-2712-4e60-8c05-3b167b692635,0.4364967324362777,100,5,2,4,65,5,5,11,3,0.75,0.83
708564ea-93b3-4dc5-b54a-f9a3310ae8e6,0.452076806434629,100,4,3,3,53,4,13,13,7,0.76,0.76
015c2e2c-8889-42c7-9eb4-b8099e680b45,0.4521717013156712,100,7,3,3,58,3,6,14,6,0.73,0.81
1f8272f4-df04-4b86-a790-33ba81b3ae67,0.4790472720702068,100,5,3,3,59,4,9,11,6,0.77,0.79
a27f7ba2-1bc3-4e61-81e9-53070f8c8a90,0.4846472696229362,100,4,1,3,55,4,14,15,4,0.74,0.77
2660e93a-f2fb-4889-8e5a-b5514c587dba,0.4986654023488497,100,5,2,2,58,2,11,14,6,0.77,0.8
d9ba817f-5281-4381-b045-fef6d54156d5,0.499263528647907,100,5,1,9,56,6,3,15,5,0.65,0.85
b4c435d7-ad45-4776-b91a-22d9b42324b4,0.5028160326549664,100,3,1,2,61,1,10,14,8,0.8,0.85
126260c1-7fd9-4e9f-8f3e-84f3182f3f44,0.5123789992087994,100,8,0,5,58,2,8,15,4,0.7,0.82
69ffc0fb-78f0-4696-b2c6-93443d45be69,0.5317262246843732,100,6,0,2,67,7,6,7,5,0.78,0.81
03855e7a-98ce-4bc4-907c-a22d4991c05b,0.5521785974181647,100,2,2,2,58,4,11,15,6,0.77,0.81
437010c6-1063-4881-86e7-760c127d378c,0.5646522733406449,100,10,1,2,62,2,5,17,1,0.69,0.82
403ebaf6-24e9-4335-bf9b-f80aa5d7bc21,0.5700167561660907,100,10,2,3,56,5,13,9,2,0.73,0.7
504155c0-040a-4b63-9281-06db8a36fb9d,0.58775265832131,100,10,1,3,58,0,12,13,3,0.74,0.77
3769b610-1e9e-44bc-85a0-0f24762f8abb,0.5879005937505949,100,9,1,2,63,2,16,5,2,0.82,0.72
622230b8-8ce2-4482-971e-bf70481390ce,0.5925799922099781,100,5,0,7,54,4,7,10,13,0.74,0.84
96b0673f-86d7-40aa-9c7f-86bdb9a72c72,0.5968861041344602,100,4,3,2,57,1,19,7,7,0.86,0.73
23b54871-6aeb-4eae-9f0e-db5fcfd9539a,0.6070044604641237,100,4,2,3,50,3,15,14,9,0.76,0.76
c102d689-df01-4176-8e41-ce1d5da380ab,0.6182328154168404,100,5,3,4,44,5,13,18,8,0.68,0.74
37305bbf-e39c-4b52-8c90-8265d06d4158,0.6316778516262791,100,4,3,3,54,3,18,8,7,0.82,0.72
8356eb80-31db-4a30-a40c-ff557dfba9c5,0.6370990312273577,100,8,2,5,47,0,22,8,8,0.79,0.68
883f8c34-43b3-4ee2-882c-27775e348cbe,0.6453570972623348,100,5,0,3,64,0,13,8,7,0.84,0.82
f321deda-9076-4bd5-8a2a-a05ce56cd505,0.6482369957089754,100,9,2,4,47,6,16,9,7,0.72,0.67
d971f6e7-ab1a-4f49-b1d9-a65c3958e487,0.6606032667726185,100,8,2,4,50,5,18,11,2,0.72,0.67
73237557-5e25-4a20-b090-ffaab745c261,0.6625512419698942,100,4,4,4,56,5,19,6,2,0.81,0.68
47d63c99-cd71-42f5-b76e-f08b6db2b75e,0.7053968480352603,100,4,0,3,46,5,29,9,4,0.79,0.62
8c495d09-202a-4fb7-b60d-6a0a6d917286,0.7089520895880675,100,4,3,4,55,5,18,5,6,0.82,0.7
df08b4d8-3ec3-4b62-94c9-84a12e1bb398,0.7133440784463101,100,6,3,3,50,5,20,9,4,0.77,0.66
ee642ede-ed3c-4e09-b761-4efb05fea8fe,0.7135379729298121,100,2,1,3,58,1,24,8,3,0.86,0.72
e9f09862-e8b8-4057-b689-eb2e32602fba,0.7183946569474413,100,4,1,3,51,3,22,9,7,0.81,0.7
38fd21a5-5c7b-40b2-89ef-6f2946c51a7a,0.7212336667083733,100,6,2,4,46,2,17,10,13,0.78,0.73
926d9476-576a-4a4c-bee4-3e7de491d69e,0.7213409579825305,100,6,2,7,33,4,40,6,2,0.77,0.48
384c0675-09c1-4406-8dbe-57685f3a1b1a,0.7241283942822433,100,6,1,5,45,4,30,5,4,0.8,0.59
ff5e1892-3bce-4ae0-99e8-2a60e1a6dde7,0.7391057393551435,100,7,2,2,48,4,31,4,2,0.83,0.56
2794d0da-7b1f-4d61-8a8b-a5c841a1b1a4,0.7514543404828454,100,4,6,0,42,0,39,7,2,0.89,0.51
8f6f5b86-fd8c-4ee5-bc1e-45fd41754144,0.7559978058252701,100,6,5,6,38,3,35,4,3,0.81,0.51
1bc4015a-f657-4cdf-8adf-3a861a6688ac,0.7599656999727604,100,2,0,3,46,3,39,5,2,0.87,0.56
fc1cbf35-86fc-440e-8fed-dd4f6911922a,0.7679341050759803,100,2,3,2,38,3,43,5,4,0.88,0.49
b81c4aa4-8bdb-4434-ad4a-79cd1a2042a6,0.7682484539396008,100,6,2,1,37,3,38,10,3,0.8,0.51
e6caf36b-1231-422a-abc2-d3f26526e7b3,0.7829249610601063,100,4,3,2,33,4,43,8,3,0.82,0.46
36b054be-cedf-404d-b9b2-462a08386746,0.7842690065210155,100,9,3,3,27,5,44,8,1,0.75,0.39
